,machine_id,start,job,index,duration
0,0,0,12,0,16
1,0,16,4,0,83
2,0,99,20,1,20
3,0,119,6,0,28
4,0,147,32,1,46
5,0,193,48,0,35
6,0,228,38,4,8
7,0,236,28,1,3
8,0,239,40,0,59
9,0,298,35,4,10
10,0,308,31,3,30
11,0,347,25,2,24
12,0,371,18,4,53
13,0,424,10,3,23
14,0,447,9,4,75
15,0,522,41,3,21
16,0,543,43,0,49
17,0,604,26,4,75
18,0,679,5,1,15
19,0,694,16,0,21
20,0,715,7,4,13
21,0,728,47,2,38
22,0,766,11,1,4
23,0,770,29,2,83
24,0,853,49,2,2
25,0,855,8,0,85
26,0,940,21,2,86
27,0,1026,44,3,25
28,0,1051,15,3,32
29,0,1083,39,0,90
30,0,1196,0,0,92
31,0,1288,14,1,93
32,0,1413,23,4,33
33,0,1463,1,0,86
34,0,1549,24,4,38
35,0,1587,13,1,39
36,0,1626,46,3,22
37,0,1648,3,1,48
38,0,1747,36,3,35
39,0,1782,30,3,97
40,0,1896,42,4,2
41,0,1964,27,1,21
42,0,1995,17,2,51
43,0,2050,2,4,92
44,0,2142,33,4,29
45,0,2171,37,1,46
46,0,2272,19,3,48
47,0,2392,34,4,23
48,0,2415,22,1,61
49,0,2800,45,3,15
50,1,0,38,0,15
51,1,15,20,0,20
52,1,35,35,0,38
53,1,73,18,0,21
54,1,94,2,0,4
55,1,98,24,1,13
56,1,111,28,0,8
57,1,119,31,1,37
58,1,156,13,0,40
59,1,196,41,0,62
60,1,265,9,2,65
61,1,330,26,1,47
62,1,377,4,1,78
63,1,455,25,4,38
64,1,493,12,4,25
65,1,518,10,4,66
66,1,584,48,2,5
67,1,589,21,1,40
68,1,629,17,0,50
69,1,679,7,3,34
70,1,713,44,1,55
71,1,768,49,1,81
72,1,849,47,3,77
73,1,951,29,4,23
74,1,976,15,1,8
75,1,984,40,1,50
76,1,1034,23,1,94
77,1,1147,43,3,89
78,1,1236,11,4,69
79,1,1305,6,4,85
80,1,1390,8,2,33
81,1,1423,46,1,97
82,1,1520,32,4,99
83,1,1619,16,2,26
84,1,1664,0,4,49
85,1,1713,14,4,5
86,1,1718,36,2,29
87,1,1747,3,2,59
88,1,1806,39,4,86
89,1,1892,42,3,4
90,1,1896,30,4,99
91,1,2010,33,3,63
92,1,2073,34,1,69
93,1,2142,27,2,53
94,1,2195,5,2,100
95,1,2320,19,4,11
96,1,2463,37,4,48
97,1,2511,22,3,86
98,1,2597,1,2,75
99,1,2792,45,2,8
100,2,0,31,0,28
101,2,28,26,0,62
102,2,90,35,1,44
103,2,134,18,2,47
104,2,181,38,3,25
105,2,206,9,0,24
106,2,230,30,1,36
107,2,266,10,0,48
108,2,314,41,1,72
109,2,386,12,3,3
110,2,389,25,3,12
111,2,401,7,0,61
112,2,462,48,1,68
113,2,530,47,1,67
114,2,597,49,0,68
115,2,665,11,0,79
116,2,744,28,2,88
117,2,832,44,2,73
118,2,905,29,3,17
119,2,922,20,4,48
120,2,970,32,2,14
121,2,984,15,2,65
122,2,1049,21,3,23
123,2,1072,4,4,44
124,2,1116,8,1,75
125,2,1191,39,1,51
126,2,1242,6,3,47
127,2,1289,43,4,64
128,2,1353,23,3,60
129,2,1413,14,2,8
130,2,1421,24,2,91
131,2,1512,16,1,28
132,2,1540,42,0,20
133,2,1560,0,3,91
134,2,1651,46,4,90
135,2,1741,17,1,60
136,2,1801,36,4,66
137,2,1867,3,3,92
138,2,1959,33,2,51
139,2,2010,2,3,40
140,2,2050,13,3,93
141,2,2143,40,4,93
142,2,2236,19,2,36
143,2,2272,27,4,3
144,2,2275,34,2,92
145,2,2367,37,3,96
146,2,2463,5,4,24
147,2,2487,1,1,100
148,2,2597,22,4,99
149,2,2696,45,1,96
150,3,0,32,0,15
151,3,15,38,1,80
152,3,95,18,1,3
153,3,98,47,0,43
154,3,141,35,2,47
155,3,188,19,0,57
156,3,245,9,1,20
157,3,265,25,1,30
158,3,295,12,2,77
159,3,372,10,1,27
160,3,399,45,0,13
161,3,412,29,0,33
162,3,445,5,0,49
163,3,494,21,0,71
164,3,565,26,3,39
165,3,604,7,2,54
166,3,658,48,3,46
167,3,704,41,4,15
168,3,719,31,4,55
169,3,774,20,3,74
170,3,848,28,3,54
171,3,902,49,3,4
172,3,906,15,0,70
173,3,976,4,3,64
174,3,1040,43,1,49
175,3,1089,44,4,16
176,3,1105,6,1,53
177,3,1158,11,3,46
178,3,1204,23,2,46
179,3,1250,30,2,70
180,3,1320,36,0,42
181,3,1362,39,2,66
182,3,1432,0,2,56
183,3,1512,24,3,27
184,3,1539,46,2,39
185,3,1578,8,4,49
186,3,1627,14,3,50
187,3,1677,16,3,91
188,3,1768,42,2,85
189,3,1853,33,1,78
190,3,1931,2,2,44
191,3,1975,3,4,35
192,3,2018,40,3,23
193,3,2041,37,0,99
194,3,2143,13,4,48
195,3,2195,27,3,74
196,3,2284,17,4,93
197,3,2377,34,3,15
198,3,2476,22,2,27
199,3,2672,1,3,92
200,4,0,24,0,33
201,4,33,12,1,31
202,4,64,30,0,63
203,4,127,20,2,6
204,4,133,38,2,47
205,4,180,25,0,58
206,4,238,35,3,23
207,4,261,31,2,24
