,machine_id,start,job,index,duration
0,0,0,2,0,12
1,0,12,1,0,21
2,0,33,4,0,83
3,0,116,15,1,20
4,0,136,0,2,53
5,0,189,14,1,87
6,0,276,8,2,44
7,0,320,3,3,55
8,0,375,13,3,28
9,0,403,11,2,61
10,0,464,17,1,33
11,0,497,16,3,78
12,0,575,5,2,92
13,0,667,9,0,96
14,0,763,6,0,93
15,0,856,10,0,95
16,0,951,18,1,69
17,0,1020,7,4,60
18,0,1080,12,3,46
19,0,1126,19,4,96
20,1,0,15,0,54
21,1,54,2,1,42
22,1,96,0,1,21
23,1,117,16,1,28
24,1,145,8,1,49
25,1,194,13,1,52
26,1,246,1,2,71
27,1,317,4,3,19
28,1,336,17,0,89
29,1,425,14,4,45
30,1,470,11,3,9
31,1,479,3,4,77
32,1,556,19,2,78
33,1,634,7,2,41
34,1,675,12,0,91
35,1,766,9,1,75
36,1,841,5,4,54
37,1,1021,6,3,87
38,1,1108,10,2,7
39,1,1115,18,3,74
40,2,0,13,0,27
41,2,27,0,0,34
42,2,61,3,0,66
43,2,127,2,2,31
44,2,158,5,1,43
45,2,201,11,1,95
46,2,296,15,4,71
47,2,367,14,3,39
48,2,406,1,4,26
49,2,432,4,4,64
50,2,496,19,1,45
51,2,541,17,2,8
52,2,549,8,3,98
53,2,647,16,4,37
54,2,684,7,3,38
55,2,766,12,1,59
56,2,841,9,2,43
57,2,934,6,2,87
58,2,1021,18,2,94
59,2,1143,10,4,35
60,3,33,1,1,52
61,3,127,3,1,77
62,3,204,16,2,26
63,3,230,4,2,34
64,3,264,15,3,14
65,3,278,14,2,41
66,3,319,0,3,55
67,3,403,13,4,50
68,3,479,11,4,35
69,3,538,7,1,24
70,3,562,17,3,66
71,3,634,19,3,69
72,3,703,8,4,17
73,3,720,5,3,62
74,3,857,2,4,39
75,3,951,10,1,76
76,3,1027,9,4,79
77,3,1108,6,4,69
78,3,1177,12,4,16
79,3,1193,18,4,27
80,4,0,14,0,9
81,4,9,11,0,10
82,4,19,8,0,25
83,4,44,16,0,33
84,4,77,5,0,79
85,4,156,4,1,37
86,4,193,15,2,43
87,4,236,3,2,79
88,4,315,13,2,43
89,4,358,1,3,16
90,4,374,19,0,81
91,4,455,7,0,83
92,4,538,18,0,84
93,4,622,0,4,95
94,4,717,17,4,42
95,4,759,2,3,98
96,4,857,6,1,77
97,4,934,9,3,77
98,4,1011,12,2,59
99,4,1115,10,3,28
