,machine_id,start,job,index,duration
0,0,0,43,0,75
1,0,75,8,0,47
2,0,122,4,1,24
3,0,146,35,0,15
4,0,161,11,0,65
5,0,226,47,2,4
6,0,230,17,0,36
7,0,267,14,0,10
8,0,285,5,4,15
9,0,300,38,0,22
10,0,334,37,1,15
11,0,349,16,1,56
12,0,407,31,2,21
13,0,428,7,3,51
14,0,479,22,2,35
15,0,516,24,3,32
16,0,548,23,4,78
17,0,626,18,2,9
18,0,648,13,1,58
19,0,706,12,0,58
20,0,764,44,3,75
21,0,839,29,1,29
22,0,868,30,3,22
23,0,890,9,2,41
24,0,931,45,2,33
25,0,964,21,0,40
26,0,1004,26,2,70
27,0,1074,3,3,73
28,0,1147,49,4,32
29,0,1179,0,2,1
30,0,1180,40,1,76
31,0,1256,42,2,82
32,0,1338,28,0,84
33,0,1422,6,1,45
34,0,1467,1,0,92
35,0,1559,20,1,60
36,0,1619,32,1,16
37,0,1635,36,1,42
38,0,1677,39,3,83
39,0,1760,41,0,94
40,0,1854,27,0,95
41,0,1949,2,4,53
42,0,2002,34,0,33
43,0,2035,25,0,48
44,0,2083,46,2,44
45,0,2127,48,2,26
46,0,2153,19,0,100
47,0,2412,10,3,35
48,0,2510,33,3,42
49,0,2603,15,1,87
50,1,0,7,0,30
51,1,30,49,1,47
52,1,77,2,0,44
53,1,121,23,0,36
54,1,157,47,1,34
55,1,191,5,2,32
56,1,223,4,3,2
57,1,225,31,0,62
58,1,287,42,1,10
59,1,297,43,4,57
60,1,354,35,2,24
61,1,378,3,0,60
62,1,438,8,4,58
63,1,496,37,2,20
64,1,516,44,0,42
65,1,558,24,4,40
66,1,598,16,4,45
67,1,643,17,4,5
68,1,648,18,3,38
69,1,686,6,0,59
70,1,745,13,2,49
71,1,794,9,1,68
72,1,862,45,1,63
73,1,925,30,4,50
74,1,975,29,3,64
75,1,1039,11,4,40
76,1,1079,40,0,64
77,1,1143,12,1,60
78,1,1203,22,4,70
79,1,1273,32,0,43
80,1,1316,14,4,77
81,1,1393,20,0,81
82,1,1474,0,4,77
83,1,1551,39,1,82
84,1,1633,28,2,17
85,1,1650,38,2,77
86,1,1727,36,3,57
87,1,1784,1,2,76
88,1,1860,41,1,45
89,1,1905,46,1,89
90,1,1994,48,1,93
91,1,2087,25,1,85
92,1,2172,26,4,42
93,1,2214,21,2,41
94,1,2255,10,1,100
95,1,2355,33,0,91
96,1,2446,34,4,80
97,1,2526,19,4,64
98,1,2590,27,4,85
99,1,2690,15,2,87
100,2,0,4,0,20
101,2,20,24,0,65
102,2,85,43,1,27
103,2,112,5,1,35
104,2,157,23,1,41
105,2,205,8,2,40
106,2,245,42,0,23
107,2,268,22,1,12
108,2,280,37,0,54
109,2,334,47,4,16
110,2,350,18,0,83
111,2,433,31,3,20
112,2,453,35,3,31
113,2,484,16,3,15
114,2,499,7,4,84
115,2,583,11,1,12
116,2,595,17,3,32
117,2,627,30,0,81
118,2,708,44,2,35
119,2,743,29,0,48
120,2,794,13,3,45
121,2,839,0,0,93
122,2,932,3,1,19
123,2,951,26,1,50
124,2,1001,45,3,27
125,2,1028,9,4,20
126,2,1048,49,3,98
127,2,1146,2,1,92
128,2,1238,14,3,37
129,2,1275,40,2,85
130,2,1360,36,0,95
131,2,1455,12,4,50
132,2,1505,28,1,49
133,2,1554,46,0,91
134,2,1645,39,2,16
135,2,1661,32,2,91
136,2,1752,6,4,98
137,2,1850,38,4,16
138,2,1866,20,4,68
139,2,1934,41,2,94
140,2,2028,27,2,11
141,2,2045,1,4,70
142,2,2115,10,0,28
143,2,2172,25,2,92
144,2,2268,48,4,9
145,2,2277,21,3,10
146,2,2322,19,2,60
147,2,2382,34,3,22
148,2,2446,33,1,20
149,2,2777,15,3,18
150,3,0,49,0,19
151,3,19,5,0,41
152,3,60,47,0,42
153,3,102,24,1,27
154,3,129,8,1,18
155,3,147,4,2,41
156,3,188,35,1,47
157,3,235,43,3,9
158,3,244,23,2,27
159,3,271,17,1,63
160,3,334,7,2,25
161,3,359,13,0,64
162,3,423,16,2,57
163,3,480,31,4,8
164,3,488,9,0,33
165,3,521,22,3,17
166,3,538,37,3,64
167,3,602,44,1,41
168,3,643,39,0,68
169,3,711,18,4,73
170,3,785,30,2,33
171,3,818,26,0,84
172,3,902,11,3,93
173,3,995,3,2,76
174,3,1071,29,4,41
175,3,1112,45,4,41
176,3,1153,14,2,72
177,3,1241,0,3,77
178,3,1332,12,3,31
179,3,1363,40,3,71
180,3,1434,42,3,93
181,3,1527,2,2,96
182,3,1623,20,2,62
183,3,1685,6,3,44
184,3,1729,28,3,69
185,3,1798,38,3,25
186,3,1823,36,4,67
187,3,1890,32,3,96
188,3,1986,1,3,59
189,3,2047,34,1,95
190,3,2142,41,4,44
191,3,2186,48,3,81
192,3,2267,46,4,26
193,3,2293,19,1,29
194,3,2322,21,4,68
195,3,2391,25,4,61
196,3,2452,10,4,26
197,3,2478,27,3,98
198,3,2576,33,4,87
199,3,2795,15,4,4
200,4,0,22,0,30
201,4,30,16,0,72
202,4,102,49,2,13
203,4,115,43,2,97
204,4,212,7,1,51
205,4,263,4,4,4
206,4,267,5,3,18
207,4,285,47,3,34
208,4,319,31,1,25
209,4,344,8,3,62
210,4,406,23,3,36
211,4,442,24,2,74
212,4,516,17,2,79
213,4,595,18,1,29
214,4,624,37,4,83
215,4,707,11,2,53
