,machine_id,start,job,index,duration
0,0,0,36,0,32
1,0,32,41,0,75
2,0,107,27,0,8
3,0,115,18,2,57
4,0,172,3,1,29
5,0,201,1,2,18
6,0,219,15,4,11
7,0,230,49,1,60
8,0,290,26,2,12
9,0,302,48,0,86
10,0,388,11,1,18
11,0,406,9,2,71
12,0,477,35,0,58
13,0,535,13,0,8
14,0,543,16,0,21
15,0,564,29,0,2
16,0,575,2,2,64
17,0,639,14,2,17
18,0,656,22,3,8
19,0,664,6,2,90
20,0,754,21,2,29
21,0,783,23,0,15
22,0,802,7,2,16
23,0,818,0,3,72
24,0,890,46,2,96
25,0,986,28,3,35
26,0,1021,42,0,54
27,0,1075,10,2,8
28,0,1083,30,1,94
29,0,1198,33,2,20
30,0,1218,25,2,80
31,0,1298,8,1,76
32,0,1374,39,1,88
33,0,1462,12,3,95
34,0,1557,34,0,68
35,0,1625,20,3,73
36,0,1698,5,1,55
37,0,1753,40,1,100
38,0,1853,44,4,50
39,0,1903,17,2,2
40,0,1928,4,4,29
41,0,1957,31,3,19
42,0,1976,43,3,84
43,0,2060,19,4,96
44,0,2156,24,3,42
45,0,2198,32,2,70
46,0,2268,45,0,65
47,0,2333,37,3,97
48,0,2430,47,1,91
49,0,2713,38,3,28
50,1,0,22,0,38
51,1,38,18,1,7
52,1,45,46,0,50
53,1,95,15,1,4
54,1,99,9,1,77
55,1,179,36,2,95
56,1,274,41,4,60
57,1,334,27,4,47
58,1,381,1,4,27
59,1,408,26,4,60
60,1,468,49,4,8
61,1,479,48,2,19
62,1,498,2,1,77
63,1,575,6,0,23
64,1,598,21,0,96
65,1,694,0,1,39
66,1,733,35,4,32
67,1,765,7,1,37
68,1,802,13,1,60
69,1,862,16,1,77
70,1,939,28,2,41
71,1,980,3,3,39
72,1,1019,25,1,79
73,1,1098,12,1,83
74,1,1181,33,1,17
75,1,1198,30,3,23
76,1,1221,11,4,59
77,1,1280,44,0,32
78,1,1312,42,3,72
79,1,1384,10,4,40
80,1,1424,20,0,38
81,1,1462,14,3,38
82,1,1500,43,2,18
83,1,1518,19,0,40
84,1,1558,23,4,66
85,1,1624,39,3,82
86,1,1738,8,4,19
87,1,1757,29,3,68
88,1,1901,4,3,27
89,1,1928,31,2,19
90,1,1947,5,3,76
91,1,2023,24,2,84
92,1,2107,17,4,15
93,1,2351,32,4,91
94,1,2442,37,4,56
95,1,2498,40,3,11
96,1,2521,47,2,5
97,1,2636,45,4,18
98,1,2741,38,4,23
99,1,2822,34,4,38
100,2,0,1,0,14
101,2,14,9,0,20
102,2,34,15,0,46
103,2,80,36,1,99
104,2,179,26,0,8
105,2,187,18,3,4
106,2,191,41,3,80
107,2,276,27,3,57
108,2,333,11,0,21
109,2,354,49,3,93
110,2,447,46,1,49
111,2,498,48,3,69
112,2,567,22,2,76
113,2,643,35,2,16
114,2,659,2,4,19
115,2,678,28,0,56
116,2,734,0,2,79
117,2,813,6,4,41
118,2,854,21,4,94
119,2,948,3,2,31
120,2,979,7,4,68
121,2,1047,30,0,34
122,2,1081,8,0,36
123,2,1117,16,3,72
124,2,1189,23,1,84
125,2,1273,12,2,1
126,2,1274,13,4,27
127,2,1301,10,3,61
128,2,1362,25,3,44
129,2,1406,42,4,49
130,2,1455,33,4,28
131,2,1483,20,1,19
132,2,1502,39,2,88
133,2,1590,44,2,83
134,2,1673,4,0,90
135,2,1763,19,1,93
136,2,1856,31,1,70
137,2,1926,24,1,38
138,2,1964,17,3,74
139,2,2038,37,2,19
140,2,2057,29,4,54
141,2,2111,32,1,76
142,2,2187,5,4,97
143,2,2284,43,4,96
144,2,2380,40,2,95
145,2,2475,38,0,97
146,2,2572,45,3,64
147,2,2636,14,4,96
148,2,2732,34,3,90
149,2,2822,47,3,100
150,3,0,18,0,6
151,3,6,3,0,70
152,3,76,22,1,31
153,3,107,41,1,10
154,3,117,1,1,45
155,3,162,37,0,7
156,3,169,15,3,41
157,3,210,7,0,19
158,3,229,27,2,47
159,3,276,36,3,2
160,3,278,14,1,10
161,3,290,49,2,31
162,3,321,26,3,55
163,3,376,10,0,55
164,3,431,25,0,43
165,3,477,9,3,73
166,3,550,17,0,9
167,3,567,48,4,71
168,3,639,2,3,18
169,3,659,35,3,74
170,3,754,6,3,24
171,3,783,21,3,59
172,3,842,11,2,37
173,3,879,33,0,96
174,3,975,0,4,65
175,3,1040,28,4,62
176,3,1102,46,3,1
177,3,1103,42,1,6
178,3,1109,13,3,85
179,3,1194,30,2,1
180,3,1195,39,0,31
181,3,1226,16,4,53
182,3,1279,24,0,73
183,3,1352,47,0,44
184,3,1396,29,2,44
185,3,1440,43,1,19
186,3,1459,23,3,76
187,3,1557,8,2,97
188,3,1655,12,4,48
189,3,1703,20,4,7
190,3,1710,44,3,83
191,3,1794,5,2,69
192,3,1863,4,2,38
193,3,1901,19,2,65
194,3,1976,31,4,92
195,3,2268,32,3,83
196,3,2428,45,2,84
197,3,2512,40,4,28
198,3,2540,34,2,98
199,3,2670,38,2,43
200,4,0,2,0,25
201,4,25,40,0,4
202,4,29,49,0,8
203,4,37,12,0,19
204,4,56,14,0,2
205,4,58,43,0,15
206,4,99,15,2,25
207,4,124,41,2,59
208,4,183,27,1,46
209,4,229,26,1,2
210,4,231,18,4,56
211,4,287,36,4,8
212,4,295,1,3,72
213,4,388,48,1,91
214,4,479,0,0,68
215,4,547,35,1,19
216,4,566,9,4,47
217,4,613,6,1,13
218,4,626,10,1,96
219,4,722,22,4,8
220,4,730,21,1,10
221,4,740,28,1,90
222,4,830,7,3,4
223,4,834,29,1,39
224,4,873,13,2,91
225,4,964,11,3,97
226,4,1061,16,2,22
227,4,1083,3,4,62
228,4,1145,46,4,89
229,4,1234,33,3,13
230,4,1247,30,4,45
231,4,1292,42,2,7
232,4,1299,23,2,100
233,4,1406,25,4,65
234,4,1471,44,1,80
235,4,1551,20,2,22
236,4,1573,5,0,90
237,4,1663,31,0,4
238,4,1667,8,3,71
239,4,1738,39,4,65
240,4,1803,4,1,51
241,4,1854,17,1,37
242,4,1891,37,1,45
243,4,1966,19,3,66
244,4,2032,32,0,64
245,4,2096,34,1,40
246,4,2198,24,4,37
247,4,2333,45,1,95
248,4,2572,38,1,98
249,4,2922,47,4,77
250,5,230,15,5,96
251,5,326,18,6,57
252,5,383,41,5,75
253,5,504,49,8,85
254,5,589,36,8,6
255,5,600,26,7,83
256,5,683,48,5,13
257,5,701,9,6,100
258,5,801,35,6,58
259,5,859,22,6,95
260,5,954,21,5,26
261,5,980,27,9,51
262,5,1031,6,7,81
263,5,1112,0,5,82
264,5,1194,28,6,15
265,5,1217,2,9,11
266,5,1228,3,7,91
267,5,1319,46,6,88
268,5,1407,16,7,2
269,5,1409,1,9,50
270,5,1459,13,6,31
271,5,1490,25,5,81
272,5,1571,11,7,80
273,5,1651,33,7,87
274,5,1738,23,6,95
275,5,1833,39,5,53
276,5,1886,12,7,56
277,5,1942,44,5,81
278,5,2023,20,5,63
279,5,2086,31,5,70
280,5,2156,10,8,89
281,5,2245,24,5,16
282,5,2261,30,7,49
283,5,2310,42,9,69
284,5,2379,17,6,83
285,5,2462,5,6,57
286,5,2519,7,9,33
287,5,2552,40,5,80
288,5,2632,32,7,3
289,5,2635,19,8,93
290,5,2731,8,8,84
291,5,2815,38,5,3
292,5,2818,43,8,58
293,5,2876,37,8,59
294,5,2935,29,8,90
295,5,3025,34,7,9
296,5,3034,47,6,13
297,5,3047,45,8,87
298,5,3134,14,8,76
299,5,3213,4,9,64
300,6,350,36,6,32
301,6,395,18,8,94
302,6,496,49,7,8
303,6,504,1,6,90
