,machine_id,start,job,index,duration
0,0,0,1,0,21
1,0,21,0,1,53
2,0,102,8,3,44
3,0,146,7,1,60
4,0,206,4,0,83
5,0,289,3,1,55
6,0,369,5,3,92
7,0,461,9,4,96
8,0,557,6,4,93
9,0,650,2,4,12
10,1,0,0,0,21
11,1,23,8,1,49
12,1,72,5,0,54
13,1,126,3,0,77
14,1,206,7,2,41
15,1,274,6,2,87
16,1,361,9,3,75
17,1,452,1,4,71
18,1,523,4,3,19
19,1,546,2,2,42
20,2,0,7,0,38
21,2,126,5,1,43
22,2,169,8,4,98
23,2,267,9,2,43
24,2,310,1,3,26
25,2,336,4,2,64
26,2,400,0,4,34
27,2,434,6,3,87
28,2,521,3,3,66
29,2,588,2,3,31
30,3,0,8,0,17
31,3,17,2,0,39
32,3,56,6,0,69
33,3,125,1,1,52
34,3,177,9,1,79
35,3,256,7,3,24
36,3,289,4,1,34
37,3,323,0,3,55
38,3,461,5,4,62
39,3,587,3,4,77
40,4,0,9,0,77
41,4,77,8,2,25
42,4,102,0,2,95
43,4,197,6,1,77
44,4,274,1,2,16
45,4,290,5,2,79
46,4,369,3,2,79
47,4,448,2,1,98
48,4,546,7,4,83
49,4,629,4,4,37
