,machine_id,start,job,index,duration
0,0,0,2,0,31
1,0,31,14,1,57
2,0,88,41,0,57
3,0,145,44,1,1
4,0,146,19,0,23
5,0,169,23,2,66
6,0,235,33,0,21
7,0,256,8,3,57
8,0,313,40,4,73
9,0,386,16,3,7
10,0,393,3,0,34
11,0,427,47,4,6
12,0,433,25,3,54
13,0,487,49,3,74
14,0,561,28,4,4
15,0,565,27,2,42
16,0,607,45,4,57
17,0,664,5,3,44
18,0,708,26,0,82
19,0,790,43,1,74
20,0,864,12,4,30
21,0,894,20,1,86
22,0,980,11,3,49
23,0,1029,38,1,85
24,0,1114,22,4,51
25,0,1165,34,1,68
26,0,1233,9,0,96
27,0,1329,21,2,19
28,0,1348,36,2,79
29,0,1427,18,4,90
30,0,1517,31,4,98
31,0,1615,24,3,79
32,0,1694,29,3,42
33,0,1736,13,1,18
34,0,1754,46,1,59
35,0,1813,39,4,34
36,0,1847,17,3,52
37,0,1899,7,2,36
38,0,1952,15,4,42
39,0,1994,30,1,46
40,0,2040,6,1,99
41,0,2139,42,2,47
42,0,2186,4,1,91
43,0,2277,10,3,24
44,0,2301,35,1,60
45,0,2361,1,4,54
46,0,2415,0,0,92
47,0,2510,48,4,85
48,0,2893,32,3,3
49,0,2896,37,3,59
50,1,0,13,0,2
51,1,2,23,0,1
52,1,3,14,0,21
53,1,31,2,1,26
54,1,57,47,1,53
55,1,110,8,2,59
56,1,169,40,2,53
57,1,222,44,3,43
58,1,265,25,2,28
59,1,293,28,2,6
60,1,299,16,2,70
61,1,369,41,1,86
62,1,455,45,3,74
63,1,529,12,1,47
64,1,576,49,4,64
65,1,640,5,2,3
66,1,643,27,3,74
67,1,717,3,2,82
68,1,799,15,2,70
69,1,884,43,3,39
70,1,923,33,4,76
71,1,999,24,0,54
72,1,1053,20,3,41
73,1,1097,22,3,9
74,1,1106,11,4,90
75,1,1196,38,2,80
76,1,1276,31,3,58
77,1,1334,18,2,8
78,1,1342,9,1,4
