,machine_id,start,job,index,duration
0,0,0,3,0,93
1,0,93,28,1,63
2,0,156,25,2,63
3,0,219,10,3,20
4,0,239,4,1,44
5,0,283,17,3,62
6,0,345,21,4,52
7,0,397,9,1,69
8,0,466,8,4,78
9,0,544,26,2,26
10,0,570,24,5,7
11,0,577,20,1,82
12,0,659,0,9,53
13,0,712,18,8,57
14,0,769,14,9,75
15,0,844,22,3,81
16,0,925,1,9,12
17,0,937,27,4,12
18,0,949,16,5,33
19,0,982,11,4,58
20,0,1040,6,7,46
21,0,1086,13,8,80
22,0,1166,2,7,83
23,0,1249,7,3,87
24,0,1336,15,7,47
25,0,1383,19,5,84
26,0,1467,5,3,95
27,0,1562,12,5,42
28,0,1604,23,7,91
29,0,1695,29,9,89
30,1,0,25,0,6
31,1,6,28,0,36
32,1,42,7,0,45
33,1,87,14,1,41
34,1,128,23,1,66
35,1,194,9,0,74
36,1,268,1,2,42
37,1,310,26,0,80
38,1,390,19,2,85
39,1,475,6,0,91
40,1,566,13,3,12
41,1,578,0,8,21
42,1,599,17,8,44
43,1,643,22,1,61
44,1,716,24,8,39
45,1,755,2,3,19
46,1,774,18,9,39
47,1,813,21,9,52
48,1,865,16,3,31
49,1,896,27,3,15
50,1,1040,11,5,72
51,1,1112,20,6,23
52,1,1135,10,8,31
53,1,1166,3,8,87
54,1,1253,15,6,71
55,1,1324,29,4,96
56,1,1420,8,8,28
57,1,1604,12,6,46
58,1,1700,4,9,49
59,1,1758,5,7,7
60,2,0,8,0,37
61,2,37,14,0,50
62,2,87,18,1,58
63,2,145,17,2,17
64,2,162,0,3,34
65,2,196,2,0,64
66,2,260,7,2,39
67,2,299,24,1,64
68,2,363,23,5,20
69,2,383,1,4,31
70,2,414,15,3,14
71,2,428,25,3,64
72,2,492,29,2,64
73,2,556,21,7,38
74,2,594,16,1,69
75,2,663,3,5,87
76,2,750,5,1,35
77,2,785,26,3,87
78,2,872,19,3,90
79,2,962,10,5,17
80,2,1086,6,8,59
81,2,1145,11,6,23
82,2,1168,13,9,50
83,2,1218,27,8,20
84,2,1238,20,8,45
85,2,1283,9,7,94
86,2,1377,4,5,98
87,2,1599,28,9,62
88,2,1661,22,9,30
89,2,1742,12,9,17
90,3,0,16,0,32
91,3,32,18,0,50
92,3,82,8,1,26
93,3,108,21,0,54
94,3,162,24,0,54
95,3,216,0,4,55
96,3,271,23,3,33
97,3,304,3,2,69
98,3,373,13,1,19
