,machine_id,start,job,index,duration
0,0,19,2,1,83
1,0,102,1,2,12
2,0,125,11,2,58
3,0,184,13,2,80
4,0,264,10,2,20
5,0,295,6,4,46
6,0,341,8,2,78
7,0,419,7,6,87
8,0,506,5,8,95
9,0,637,0,6,53
10,0,690,4,5,44
11,0,763,9,7,69
12,0,832,12,7,42
13,0,874,14,9,75
14,0,949,3,9,93
15,1,0,2,0,19
16,1,19,13,0,12
17,1,31,8,0,28
18,1,59,10,0,31
19,1,114,1,3,42
20,1,163,7,4,45
21,1,342,5,5,7
22,1,427,11,7,72
23,1,504,9,4,74
24,1,578,3,6,87
25,1,691,14,6,41
26,1,732,6,9,91
27,1,874,12,8,46
28,1,943,0,8,21
29,1,964,4,8,49
30,2,0,0,0,34
31,2,39,1,1,31
32,2,70,7,2,39
33,2,109,9,0,94
34,2,203,3,1,87
35,2,290,10,3,17
36,2,307,5,4,35
37,2,342,13,3,50
38,2,403,11,6,23
39,2,426,4,2,98
40,2,525,8,4,37
41,2,562,14,4,50
42,2,612,6,8,59
43,2,920,12,9,17
44,2,937,2,8,64
45,3,0,1,0,39
46,3,39,0,1,55
47,3,96,6,2,16
48,3,118,14,1,55
49,3,173,2,2,34
50,3,304,11,5,99
51,3,419,8,3,26
52,3,454,3,4,69
53,3,523,7,7,41
54,3,584,13,5,19
55,3,603,9,5,27
56,3,630,4,4,17
57,3,647,10,7,87
58,3,734,12,6,48
59,3,782,5,9,76
60,4,0,6,0,28
61,4,37,7,1,20
62,4,57,14,0,61
63,4,118,3,0,60
64,4,183,11,3,45
65,4,228,10,1,24
66,4,252,2,3,92
67,4,344,12,4,98
68,4,442,5,7,61
69,4,503,0,4,21
70,4,524,4,3,96
71,4,620,1,8,55
72,4,767,13,8,94
73,4,880,9,9,96
74,4,1013,8,9,33
75,5,0,11,0,28
76,5,28,7,0,9
77,5,37,6,1,59
78,5,96,12,0,27
79,5,123,0,2,95
80,5,218,9,1,84
81,5,302,8,1,33
82,5,335,14,3,14
83,5,349,5,6,28
84,5,377,3,3,77
85,5,460,1,7,98
86,5,558,10,6,76
87,5,634,13,6,28
88,5,891,2,7,37
89,5,1013,4,9,25
90,6,109,7,3,54
91,6,163,5,2,9
92,6,191,14,2,37
93,6,228,11,4,76
94,6,304,9,2,78
95,6,382,1,6,77
96,6,459,6,6,52
97,6,511,2,4,54
98,6,565,0,5,71
99,6,636,12,5,67
100,6,703,13,7,63
101,6,766,3,7,41
102,6,807,4,7,75
103,6,882,8,7,89
104,6,972,10,9,18
105,7,35,5,1,95
106,7,208,7,5,71
107,7,279,12,3,62
108,7,512,6,7,27
109,7,539,3,5,38
110,7,577,8,5,8
111,7,589,11,9,86
112,7,675,1,9,66
113,7,741,4,6,43
114,7,784,10,8,32
115,7,816,14,8,18
116,7,834,9,8,45
117,7,879,13,9,98
118,7,977,0,9,26
119,7,1003,2,9,43
120,8,0,5,0,35
121,8,35,13,1,50
122,8,85,4,0,79
123,8,173,12,2,27
124,8,252,1,5,77
125,8,329,3,2,24
126,8,353,6,5,50
127,8,407,10,5,81
128,8,499,11,8,90
129,8,612,14,5,79
130,8,694,9,6,69
131,8,763,8,6,66
132,8,829,2,6,62
133,8,891,0,7,52
134,8,943,7,9,14
135,9,28,11,1,97
136,9,125,12,1,48
137,9,173,1,4,79
138,9,252,6,3,43
139,9,295,5,3,10
140,9,305,4,1,77
141,9,382,10,4,25
142,9,407,0,3,16
143,9,423,9,3,81
144,9,504,13,4,80
145,9,584,7,8,43
146,9,627,2,5,79
147,9,732,14,7,72
148,9,808,3,8,83
149,9,971,8,8,42
