,machine_id,start,job,index,duration
0,0,27,9,1,10
1,0,55,14,1,57
2,0,112,0,4,25
3,0,150,19,3,24
4,0,174,5,1,49
5,0,223,12,3,69
6,0,292,1,1,30
7,0,322,10,4,39
8,0,361,13,0,82
9,0,444,3,3,17
10,0,461,16,0,91
11,0,552,4,3,39
12,0,591,6,0,87
13,0,678,15,3,7
14,0,685,2,2,86
15,0,771,7,2,73
16,0,844,17,2,94
17,0,938,18,1,77
18,0,1015,8,1,84
19,0,1099,11,4,78
20,1,0,12,0,5
21,1,5,19,0,34
22,1,39,9,2,3
23,1,46,0,2,39
24,1,85,5,0,63
25,1,171,10,1,60
26,1,237,14,4,40
27,1,277,15,0,75
28,1,354,1,4,64
29,1,418,3,2,26
30,1,449,4,2,74
31,1,527,13,2,24
32,1,551,18,0,27
33,1,608,16,3,21
34,1,632,11,1,71
35,1,703,6,1,71
36,1,791,17,1,31
37,1,846,2,4,54
38,1,962,7,4,64
39,1,1099,8,2,58
40,2,19,0,1,27
41,2,47,19,1,12
42,2,59,1,0,69
43,2,128,9,4,3
44,2,131,3,0,76
45,2,213,14,3,24
46,2,237,5,2,16
47,2,295,10,3,12
48,2,307,12,4,80
49,2,387,11,0,66
50,2,473,15,1,47
51,2,520,7,1,22
52,2,551,13,3,47
53,2,598,16,2,10
54,2,608,4,4,98
55,2,706,17,0,85
56,2,791,2,3,55
57,2,900,6,4,39
58,2,1045,18,3,30
59,2,1164,8,4,9
60,3,0,0,0,19
61,3,19,9,0,8
62,3,27,12,1,92
63,3,119,19,2,31
64,3,150,14,2,63
65,3,213,3,1,15
66,3,231,10,2,64
67,3,295,5,3,55
68,3,350,1,3,4
69,3,354,4,1,87
70,3,443,13,1,84
71,3,527,2,1,80
72,3,607,15,2,68
73,3,675,8,0,16
74,3,703,11,2,23
75,3,726,16,4,94
76,3,820,6,3,80
77,3,900,7,3,62
78,3,1032,17,4,11
79,3,1075,18,4,2
80,4,0,14,0,55
81,4,55,9,3,41
82,4,96,0,3,13
83,4,109,10,0,62
84,4,174,19,4,24
85,4,198,12,2,6
86,4,204,4,0,73
87,4,279,7,0,70
88,4,349,1,2,1
89,4,350,5,4,9
90,4,382,2,0,79
91,4,461,3,4,30
92,4,552,16,1,25
93,4,598,13,4,93
94,4,691,15,4,78
95,4,774,6,2,43
96,4,817,11,3,75
97,4,938,17,3,94
98,4,1032,18,2,13
99,4,1157,8,3,7
100,5,214,19,6,6
101,5,220,0,7,54
102,5,274,9,7,53
103,5,361,10,5,2
104,5,400,12,6,17
105,5,417,14,7,99
106,5,587,1,6,2
107,5,589,5,6,61
108,5,724,3,8,52
109,5,776,13,6,34
110,5,814,4,6,43
111,5,940,16,7,84
112,5,1026,7,5,25
113,5,1051,17,5,21
114,5,1077,18,5,88
115,5,1165,2,8,59
116,5,1224,8,5,8
117,5,1235,15,9,50
118,5,1289,6,9,44
119,5,1372,11,9,50
120,6,317,14,6,37
121,6,381,0,9,93
122,6,474,10,7,87
123,6,561,12,8,80
124,6,641,3,7,83
125,6,724,5,8,82
126,6,810,13,7,73
127,6,883,15,6,2
128,6,885,4,9,77
129,6,962,1,8,31
130,6,993,2,6,72
131,6,1065,6,7,41
132,6,1106,7,7,69
133,6,1175,17,7,61
134,6,1236,8,6,10
135,6,1246,19,9,11
136,6,1257,11,6,35
137,6,1292,18,8,53
138,6,1345,9,9,13
139,6,1358,16,9,70
140,7,143,9,5,40
141,7,198,19,5,16
142,7,277,14,5,30
143,7,307,0,8,74
144,7,387,12,5,13
145,7,400,10,6,64
146,7,464,1,5,71
147,7,535,3,6,91
148,7,691,13,5,85
149,7,793,15,5,80
150,7,874,4,8,7
151,7,881,16,6,59
152,7,940,6,5,70
153,7,1022,5,9,46
154,7,1068,2,7,86
155,7,1165,18,6,4
156,7,1177,11,5,74
157,7,1251,8,7,17
158,7,1308,17,9,93
159,7,1401,7,9,28
160,8,137,0,5,37
161,8,212,9,6,56
162,8,404,19,8,81
163,8,491,3,5,44
164,8,535,14,8,88
165,8,650,5,7,34
166,8,820,16,5,6
167,8,857,4,7,17
168,8,883,13,8,28
169,8,911,2,5,81
170,8,1010,6,6,18
171,8,1028,15,8,49
172,8,1077,7,6,19
173,8,1096,12,9,47
174,8,1155,10,9,60
175,8,1215,1,9,8
176,8,1254,17,8,50
177,8,1304,8,8,42
178,8,1349,11,8,23
179,8,1372,18,9,54
180,9,174,0,6,40
181,9,225,19,7,88
182,9,327,9,8,96
183,9,423,12,7,89
184,9,512,5,5,73
185,9,589,1,7,84
186,9,673,14,9,41
187,9,714,4,5,100
188,9,814,3,9,68
189,9,882,10,8,21
190,9,903,15,7,23
191,9,926,13,9,91
192,9,1024,16,8,75
193,9,1099,17,6,7
194,9,1106,6,8,79
195,9,1185,18,7,39
196,9,1224,2,9,75
197,9,1299,11,7,24
198,9,1323,7,8,41
199,9,1364,8,9,65
