,machine_id,start,job,index,duration
0,0,0,48,0,35
1,0,35,12,0,16
2,0,51,32,1,46
3,0,97,11,1,4
4,0,101,16,0,21
5,0,122,4,0,83
6,0,205,8,0,85
7,0,290,31,3,30
8,0,320,35,4,10
9,0,330,10,3,23
10,0,353,9,4,75
11,0,428,25,2,24
12,0,452,40,0,59
13,0,511,28,1,3
14,0,527,7,4,13
15,0,540,29,2,83
16,0,623,43,0,49
17,0,672,26,4,75
18,0,747,27,1,21
19,0,768,49,2,2
20,0,770,15,3,32
21,0,804,20,1,20
22,0,824,47,2,38
23,0,862,13,1,39
24,0,901,18,4,53
25,0,954,41,3,21
26,0,975,21,2,86
27,0,1061,5,1,15
28,0,1076,19,3,48
29,0,1124,0,0,92
30,0,1216,17,2,51
31,0,1267,14,1,93
32,0,1360,1,0,86
33,0,1446,6,0,28
34,0,1474,42,4,2
35,0,1476,23,4,33
36,0,1584,46,3,22
37,0,1606,39,0,90
38,0,1696,24,4,38
39,0,1791,36,3,35
40,0,1854,38,4,8
41,0,1910,34,4,23
42,0,2049,33,4,29
43,0,2078,30,3,97
44,0,2175,3,1,48
45,0,2243,22,1,61
46,0,2304,2,4,92
47,0,2396,44,3,25
48,0,2421,37,1,46
49,0,2595,45,3,15
50,1,0,38,0,15
51,1,15,35,0,38
52,1,53,13,0,40
53,1,93,17,0,50
54,1,143,15,1,8
55,1,151,41,0,62
56,1,213,31,1,37
57,1,250,9,2,65
58,1,315,16,2,26
59,1,341,4,1,78
60,1,419,10,4,66
61,1,485,28,0,8
62,1,493,7,3,34
63,1,527,26,1,47
64,1,574,48,2,5
65,1,579,18,0,21
66,1,600,24,1,13
67,1,613,25,4,38
68,1,651,2,0,4
69,1,655,29,4,23
70,1,678,49,1,81
71,1,759,12,4,25
72,1,784,20,0,20
73,1,804,27,2,53
74,1,857,21,1,40
75,1,897,47,3,77
76,1,974,40,1,50
77,1,1024,23,1,94
78,1,1124,19,4,11
79,1,1135,11,4,69
80,1,1204,8,2,33
81,1,1237,43,3,89
82,1,1326,5,2,100
83,1,1426,42,3,4
84,1,1448,46,1,97
85,1,1545,32,4,99
86,1,1644,34,1,69
87,1,1713,0,4,49
88,1,1762,36,2,29
89,1,1794,14,4,5
90,1,1901,6,4,85
91,1,1986,33,3,63
92,1,2049,44,1,55
93,1,2175,30,4,99
94,1,2274,3,2,59
95,1,2333,1,2,75
96,1,2408,22,3,86
97,1,2587,45,2,8
98,1,2662,39,4,86
99,1,2782,37,4,48
100,2,0,11,0,79
101,2,79,35,1,44
102,2,123,9,0,24
103,2,147,16,1,28
104,2,175,31,0,28
105,2,203,10,0,48
106,2,251,7,0,61
107,2,312,26,0,62
108,2,374,15,2,65
109,2,439,32,2,14
110,2,453,25,3,12
111,2,465,30,1,36
112,2,501,48,1,68
113,2,569,49,0,68
114,2,637,29,3,17
115,2,654,12,3,3
116,2,657,41,1,72
117,2,729,47,1,67
118,2,796,18,2,47
119,2,843,28,2,88
120,2,931,17,1,60
121,2,991,20,4,48
122,2,1039,19,2,36
123,2,1075,27,4,3
124,2,1078,42,0,20
125,2,1098,8,1,75
126,2,1173,21,3,23
127,2,1196,13,3,93
128,2,1289,4,4,44
129,2,1333,43,4,64
130,2,1397,23,3,60
131,2,1457,24,2,91
132,2,1548,0,3,91
133,2,1639,14,2,8
134,2,1647,46,4,90
135,2,1737,34,2,92
136,2,1829,38,3,25
137,2,1854,6,3,47
138,2,1901,5,4,24
139,2,1925,33,2,51
140,2,1976,36,4,66
141,2,2042,1,1,100
142,2,2142,40,4,93
143,2,2235,2,3,40
144,2,2275,44,2,73
145,2,2348,3,3,92
146,2,2440,39,1,51
147,2,2491,45,1,96
148,2,2587,22,4,99
149,2,2686,37,3,96
150,3,0,32,0,15
151,3,15,15,0,70
152,3,85,29,0,33
153,3,118,19,0,57
154,3,175,35,2,47
155,3,222,9,1,20
156,3,242,25,1,30
157,3,272,10,1,27
158,3,299,12,2,77
159,3,376,31,4,55
160,3,431,7,2,54
161,3,485,16,3,91
162,3,576,47,0,43
163,3,619,26,3,39
164,3,658,48,3,46
165,3,704,21,0,71
166,3,775,18,1,3
167,3,778,49,3,4
168,3,782,4,3,64
169,3,846,5,0,49
170,3,901,20,3,74
171,3,975,27,3,74
172,3,1049,41,4,15
173,3,1064,11,3,46
174,3,1110,43,1,49
175,3,1159,28,3,54
176,3,1213,42,2,85
177,3,1298,13,4,48
178,3,1346,23,2,46
179,3,1392,36,0,42
180,3,1434,8,4,49
